,Branch_ID,Branch_Name,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Income_Level,Marital_Status,Occupation,Account_Balance,Credit_Score,Region_Code,Risk_Level,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district,need_for_bank_service
196,576,Jizzax,Buxoro viloyati - Buxoro,8d797124-6531-429e-a97a-239d12a1e1a6,Kyle Mercado,erkak,21,Ipoteka,290804523,17.88,36,2022-03-24,Jarayonda,Past,Turmush qurgan,Tadbirkor,40484891,304,5,O'rtacha,Jizzax,Do‘stlik,92508,2,249,6524,0.929
197,318,Xorazm,Navoiy viloyati - Zarafshon,25e4d4dc-ebe6-4187-8911-f3afc7602f94,Katrina Smith,erkak,32,Avtokredit,138790443,17.24,72,2025-04-25,To'langan,Past,Turmush qurgan,Boshqaruvchi,88734391,652,12,Past,Toshkent shahri,Yashnobod,1000,1,88,28,0.972
198,456,Qoraqalpog‘iston,Namangan viloyati - Pop,220afd26-8db0-4ac3-926e-eedf1ead482b,Denise Hartman,ayol,43,Ta'lim,47261811,19.67,36,2021-11-27,Jarayonda,Past,Yolg'iz,Tadbirkor,6345050,339,6,Past,Toshkent shahri,Mirzo Ulug‘bek,2171,1,101,261,0.88
199,438,Samarqand,Namangan viloyati - Chortoq,e54623eb-bed0-4842-a758-683199fee16b,Brandon Adams,erkak,23,Avtokredit,395178266,12.06,72,2022-02-01,Kechikkan,O'rtacha,Yolg'iz,O'qituvchi,85190093,575,7,Past,Namangan,Namangan,54601,2,222,2839,0.948
200,558,Surxondaryo,Sirdaryo viloyati - Shirin,300bf485-d184-4631-9539-91d8c25d4d1a,Rebecca Gamble,erkak,36,Avtokredit,201747064,22.99,12,2021-07-15,Kechikkan,O'rtacha,Turmush qurgan,Talaba,12929415,543,14,O'rtacha,Toshkent viloyati,Chinoz,78727,2,127,9337,0.881
201,332,Namangan,Namangan viloyati - Pop,6eb3e8b8-e852-4e31-93d8-703ea82a4e62,Joseph West,erkak,36,Ipoteka,384132751,21.44,60,2023-11-21,Kechikkan,Yuqori,Yolg'iz,Tadbirkor,79528907,815,14,O'rtacha,Samarqand,Pastdarg‘om,105713,1,132,15720,0.851
202,851,Namangan,Jizzax viloyati - G‘allaorol,0e503e1a-c2dd-4836-84a0-ce1f595a4b89,Taylor Oneal,erkak,35,Fermerlik,202988467,10.66,60,2021-02-20,To'langan,Yuqori,Yolg'iz,O'qituvchi,49871941,394,7,Yuqori,Buxoro,G‘ijduvon,62601,1,233,6501,0.896
203,869,Farg‘ona,Samarqand viloyati - Nurobod,42eca127-e2c7-4d6a-9bb5-4bc1b55fbbaf,Wesley Martinez,erkak,67,Avtokredit,498782336,21.33,72,2024-03-05,Jarayonda,Yuqori,Turmush qurgan,Boshqaruvchi,70949566,788,10,Past,Andijon,Asaka,302451,3,236,42183,0.861
204,792,Toshkent,Andijon viloyati - Andijon,d712a2cc-9600-4b03-8a16-00ab0be0779e,Robert Lewis,ayol,57,Fermerlik,187220958,22.93,36,2024-04-10,Kechikkan,O'rtacha,Yolg'iz,Fermer,70651572,845,3,Past,Buxoro,Kogon,49512,0,236,4431,0.911
205,396,Samarqand,Qoraqalpog‘iston - Chimboy,ab2bd1e1-41df-439f-84a6-cb107e3fb92a,Ms. Cassandra Baker,ayol,35,Fermerlik,74036095,20.78,24,2023-06-07,Kechikkan,Past,Yolg'iz,Ishchi,16759069,329,15,Past,Fargʻona,Marg‘ilon,251803,4,266,15042,0.94
206,982,Sirdaryo,Qashqadaryo viloyati - Kitob,c7d972ea-b3b1-409a-b35a-a67358aff762,Sarah Howard,ayol,42,Ipoteka,316056844,14.45,72,2023-09-21,Kechikkan,O'rtacha,Turmush qurgan,Fermer,34423096,677,12,O'rtacha,Andijon,Shahrixon,337056,4,228,20126,0.94
207,423,Namangan,Sirdaryo viloyati - Sirdaryo,fcf17a1a-ef49-410d-8296-d40a5f7505a3,Drew Weiss,ayol,52,Avtokredit,460767106,12.15,36,2023-09-05,Kechikkan,O'rtacha,Yolg'iz,Talaba,86943192,841,9,Yuqori,Sirdaryo,Shirin,77686,1,255,9183,0.882
208,353,Farg‘ona,Qashqadaryo viloyati - Shahrisabz,70be8194-ec41-412d-ac86-00438fd2e5d6,Don Kramer,erkak,66,Fermerlik,189147725,13.45,48,2024-06-10,Jarayonda,Yuqori,Yolg'iz,Tadbirkor,30304125,678,7,O'rtacha,Jizzax,G‘allaorol,17080,0,240,1129,0.934
209,894,Qashqadaryo,Qashqadaryo viloyati - Shahrisabz,271f8310-5673-4c28-a704-469947db2a2a,Shelly Chavez,ayol,39,Fermerlik,74747785,24.35,60,2024-09-03,Kechikkan,Yuqori,Turmush qurgan,Fermer,95714333,570,8,Yuqori,Toshkent viloyati,Chirchiq,373498,4,131,24067,0.936
210,160,Qashqadaryo,Buxoro viloyati - G‘ijduvon,3510d409-b360-46b8-ac61-a1518a17b762,Christine Thompson,ayol,18,Ipoteka,80050754,21.02,12,2022-03-06,Jarayonda,Yuqori,Turmush qurgan,Ishchi,53053465,595,3,Past,Jizzax,Jizzax,78543,2,235,3949,0.95
211,323,Jizzax,Namangan viloyati - Chortoq,7258ff81-6b2e-400f-9715-cb0f1034422f,Jo Brown,erkak,52,Fermerlik,369340598,23.59,72,2021-08-21,To'langan,Past,Turmush qurgan,Fermer,36950666,585,11,O'rtacha,Samarqand,Toyloq,287007,3,108,31724,0.889
212,949,Samarqand,Toshkent viloyati - Chirchiq,c723c936-bcc0-41d0-97ab-ab00f3cb3a09,Megan Turner,ayol,20,Biznes,181241003,15.74,60,2023-07-22,Jarayonda,O'rtacha,Yolg'iz,Tadbirkor,45029899,564,11,O'rtacha,Xorazm,Urganch,236963,3,257,4614,0.981
213,392,Namangan,Toshkent viloyati - Angren,2d98aaa7-3106-4282-81a8-77a373209436,Harry Perez,ayol,22,Ipoteka,356450883,21.02,36,2024-01-14,Jarayonda,O'rtacha,Turmush qurgan,Ishchi,45091470,591,2,O'rtacha,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462,0.903
214,850,Toshkent,Qoraqalpog‘iston - Nukus,3997e24a-92fd-4ff0-a6e3-6b29006b3eb6,Cynthia Lynch,ayol,26,Fermerlik,344382294,15.21,48,2021-10-21,Jarayonda,O'rtacha,Turmush qurgan,Boshqaruvchi,70758551,587,4,Past,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819,0.951
215,667,Sirdaryo,Qashqadaryo viloyati - Shahrisabz,fa1cd049-ca30-4883-932c-7963b34341ea,Robert Daniels,ayol,25,Ipoteka,89939170,19.51,60,2023-11-01,To'langan,Past,Yolg'iz,Tadbirkor,71233115,398,1,O'rtacha,Samarqand,Samarqand,79667,2,126,9757,0.878
216,548,Namangan,Andijon viloyati - Asaka,191b902c-f83c-403e-8552-8f3eb473c384,Sarah Mcclure,erkak,40,Ipoteka,61861183,21.13,24,2022-05-21,Kechikkan,Yuqori,Yolg'iz,Ishchi,43237846,314,12,Past,Qashqadaryo,Koson,6646,1,81,876,0.868
217,268,Buxoro,Samarqand viloyati - Kattaqo‘rg‘on,2ecba184-f7dc-4f2d-b64d-76251af36f0c,Brandon Williams,erkak,48,Fermerlik,286089449,12.29,48,2023-05-20,Jarayonda,Past,Yolg'iz,Tadbirkor,77981676,344,7,O'rtacha,Samarqand,Nurobod,41107,1,127,1459,0.965
218,826,Andijon,Qashqadaryo viloyati - Shahrisabz,953a7641-5247-4dba-a935-5f6b1b07605a,Gregory Adams,ayol,31,Ipoteka,28536767,11.57,12,2022-06-01,Jarayonda,Past,Yolg'iz,Tadbirkor,49474522,533,13,Yuqori,Jizzax,Jizzax,78543,1,235,3949,0.95
219,237,Samarqand,Toshkent viloyati - Bekobod,f7ab608a-aec9-4fbc-9cc4-74f9f9f4b72b,Julia Bauer,erkak,27,Avtokredit,22066673,11.23,72,2025-02-13,Jarayonda,Yuqori,Turmush qurgan,Ishchi,67243335,506,12,Yuqori,Buxoro,G‘ijduvon,62601,1,233,6501,0.896
220,665,Navoiy,Toshkent viloyati - Bekobod,4834fd5d-e94f-4b60-96f0-f942aa40733a,Craig Rogers,ayol,21,Biznes,321856392,13.03,72,2020-10-31,Kechikkan,Yuqori,Yolg'iz,Talaba,23722246,739,4,Past,Xorazm,Urganch,236963,2,257,4614,0.981
221,839,Toshkent,Farg‘ona viloyati - Marg‘ilon,f0f014d4-37e3-4525-8934-abaf7ee89b53,Lawrence Martin,erkak,66,Ipoteka,47163825,10.47,12,2024-07-20,To'langan,Past,Yolg'iz,Fermer,99773535,608,2,Past,Qashqadaryo,Nishon,37562,1,54,5248,0.86
222,420,Navoiy,Qashqadaryo viloyati - Yakkabog‘,fc47f851-b71f-405d-afd2-d94c8db18648,Nicole Mccormick,erkak,28,Avtokredit,491847098,24.34,48,2024-05-30,To'langan,O'rtacha,Turmush qurgan,Boshqaruvchi,83351391,628,12,Yuqori,Qashqadaryo,Mirishkor,20029,0,59,673,0.966
223,227,Qoraqalpog‘iston,Qashqadaryo viloyati - Qarshi,610b7e6b-473a-4c2e-8ec4-1ae633c61d29,James Grant,erkak,62,Avtokredit,366087032,22.18,72,2021-11-22,Kechikkan,O'rtacha,Yolg'iz,Boshqaruvchi,88439094,808,8,O'rtacha,Xorazm,Yangibozor,315273,3,232,3499,0.989
224,199,Samarqand,Toshkent viloyati - Bekobod,0874f6d1-cb28-47b2-b1e0-57d5a82b6948,Christopher Duncan,ayol,48,Fermerlik,107574758,14.54,36,2025-07-06,To'langan,Past,Yolg'iz,Fermer,601234,498,12,Yuqori,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261,0.88
225,541,Samarqand,Toshkent shahri,f81fa951-d6df-4f85-9203-423a536cb7a9,Harold Powers,ayol,45,Avtokredit,209613622,14.05,36,2021-08-26,To'langan,Past,Turmush qurgan,Ishchi,33940331,573,8,Past,Fargʻona,Farg‘ona,152849,2,234,5735,0.962
226,725,Sirdaryo,Qoraqalpog‘iston - Chimboy,4e6c6ada-a1ee-467e-9b3c-e4c366309dd2,Billy Harper,erkak,62,Ta'lim,279722556,14.6,60,2025-04-29,Kechikkan,Yuqori,Turmush qurgan,Fermer,92847311,679,6,Yuqori,Navoiy,Zarafshon,20067,1,227,666,0.967
227,236,Namangan,Qashqadaryo viloyati - Qarshi,5f40d3ae-13ec-4a09-8dd5-b3561acdc413,Jenna Martin,ayol,26,Ta'lim,124607832,24.6,12,2025-07-06,Kechikkan,Yuqori,Turmush qurgan,Tadbirkor,97945551,548,15,Past,Toshkent shahri,Chilonzor,269202,3,87,31888,0.882
228,954,Qoraqalpog‘iston,Surxondaryo viloyati - Termiz,fc27285f-fd2e-4321-80f4-9a8e36ce5f39,Alexander Baker,ayol,61,Avtokredit,305220080,15.64,48,2023-04-25,Jarayonda,O'rtacha,Yolg'iz,Boshqaruvchi,28642669,812,1,Yuqori,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910,0.904
229,589,Farg‘ona,Samarqand viloyati - Samarqand,0e0bf885-a5c4-4213-bab4-100dc68d5f51,Devon Barnes,ayol,47,Ta'lim,381276359,23.58,24,2023-01-16,Kechikkan,O'rtacha,Yolg'iz,Fermer,35269530,672,12,Yuqori,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819,0.951
230,332,Buxoro,Farg‘ona viloyati - Marg‘ilon,fe84b3c3-88de-4362-9b60-3b539ab5b345,Tiffany Escobar,ayol,66,Biznes,448366124,22.29,36,2024-01-11,Jarayonda,Past,Yolg'iz,O'qituvchi,86220877,592,4,Past,Xorazm,Urganch,236963,3,257,4614,0.981
231,711,Andijon,Navoiy viloyati - Zarafshon,90ab16a7-bd36-4aa7-943b-1a5a6d75416e,Dawn Fields,ayol,19,Ta'lim,142921637,13.7,72,2022-06-01,Kechikkan,Yuqori,Yolg'iz,Ishchi,43834068,532,1,O'rtacha,Navoiy,Navoiy,40472,1,231,4876,0.88
232,211,Samarqand,Qashqadaryo viloyati - Beshkent,46fad105-2ac4-4787-8a84-d5ea5b823b9a,Martin Lucas,ayol,32,Fermerlik,234713250,17.5,48,2023-05-11,To'langan,Yuqori,Turmush qurgan,Fermer,96338688,419,2,Yuqori,Toshkent viloyati,Angren,132850,2,110,12454,0.906
233,511,Toshkent,Jizzax viloyati - Do‘stlik,3758e18a-6654-4a96-b916-084839776cea,Sherri Schultz,erkak,62,Fermerlik,479847196,11.01,24,2023-03-04,Kechikkan,Yuqori,Turmush qurgan,O'qituvchi,8741940,761,4,Yuqori,Samarqand,Kattaqo‘rg‘on,216959,3,117,23327,0.892
234,793,Qashqadaryo,Samarqand viloyati - Kattaqo‘rg‘on,4f3d6815-5ad0-4755-9f66-918d205a3e4d,Samantha Jones,ayol,69,Biznes,46839922,18.37,48,2022-10-04,Kechikkan,O'rtacha,Turmush qurgan,Ishchi,31232523,421,3,Yuqori,Surxondaryo,Sherobod,218888,2,257,13143,0.94
235,832,Toshkent,Xorazm viloyati - Urganch,76bf68a1-91c1-490b-86c9-50869ada4e35,Monica Watts,ayol,53,Ipoteka,332314842,21.1,24,2022-07-17,Jarayonda,Past,Yolg'iz,Boshqaruvchi,22541127,781,5,Yuqori,Buxoro,Kogon,49512,1,236,4431,0.911
236,900,Navoiy,Qashqadaryo viloyati - Shahrisabz,984efc34-f7b3-43ec-9af2-979e1692c977,Ryan Robinson Jr.,erkak,23,Ta'lim,59163343,16.34,12,2024-07-02,Kechikkan,Yuqori,Turmush qurgan,Ishchi,10586983,546,9,O'rtacha,Namangan,Chortoq,210264,3,236,9822,0.953
237,674,Jizzax,Samarqand viloyati - Nurobod,cacaadea-8093-459c-98c9-2b4b6d6644c6,Brittany Glenn,erkak,24,Ipoteka,470249343,12.29,36,2021-11-19,Jarayonda,Yuqori,Yolg'iz,O'qituvchi,14728680,481,10,O'rtacha,Andijon,Asaka,302451,3,236,42183,0.861
238,938,Toshkent,Andijon viloyati - Shahrixon,de6b5df6-af7d-498f-9bc8-46f9f8ce4238,Cynthia Clark,erkak,63,Fermerlik,432716340,10.11,12,2022-08-01,To'langan,O'rtacha,Yolg'iz,Ishchi,1323042,664,6,O'rtacha,Navoiy,Qiziltepa,13911,0,247,598,0.957
239,342,Andijon,Xorazm viloyati - Yangibozor,4eacaab7-d148-4cbb-9173-f3a544113c40,Kimberly Camacho,ayol,26,Biznes,235012740,20.46,60,2022-11-30,Jarayonda,Yuqori,Turmush qurgan,Talaba,17307659,441,11,Past,Qashqadaryo,Dehqonobod,8579,1,78,830,0.903
240,422,Sirdaryo,Sirdaryo viloyati - Sirdaryo,4f0e87ca-c7d6-477a-823f-b40470d3e28f,Amber Henderson,erkak,44,Biznes,162507755,20.95,72,2025-03-19,Kechikkan,O'rtacha,Turmush qurgan,Tadbirkor,85462105,518,15,O'rtacha,Navoiy,Zarafshon,20067,1,227,666,0.967
241,472,Navoiy,Xorazm viloyati - Yangibozor,5cabc30c-a9fd-449d-b9dd-aaac152cc0c6,Kimberly Bruce,erkak,20,Biznes,34215329,11.08,60,2023-09-19,Jarayonda,Yuqori,Yolg'iz,Boshqaruvchi,51481644,414,6,O'rtacha,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462,0.903
242,842,Namangan,Buxoro viloyati - Buxoro,003fce7d-8e4c-4a90-b5f4-91afb44519f1,Joanne Black,erkak,44,Avtokredit,48826594,24.45,12,2021-02-25,Kechikkan,O'rtacha,Turmush qurgan,Tadbirkor,50830675,787,1,Yuqori,Toshkent viloyati,Chinoz,78727,1,127,9337,0.881
243,174,Buxoro,Samarqand viloyati - Samarqand,5e45f4ba-e211-4f02-a4df-28ecf0422192,Eric Perez,ayol,29,Ta'lim,229930881,13.66,24,2021-04-20,Jarayonda,O'rtacha,Yolg'iz,Ishchi,93184335,419,3,Past,Navoiy,Navoiy,40472,0,231,4876,0.88
244,751,Xorazm,Qashqadaryo viloyati - Beshkent,c828f207-f573-451b-8605-6711f68cd249,Rebecca Castro,ayol,46,Fermerlik,346607162,16.45,48,2025-04-08,Jarayonda,O'rtacha,Turmush qurgan,Talaba,93339398,545,2,Yuqori,Andijon,Shahrixon,337056,3,228,20126,0.94
245,707,Qoraqalpog‘iston,Namangan viloyati - Namangan,c1ffedc2-c8e5-4c9d-b82b-52b92505eeac,Dwayne Gonzalez,erkak,27,Fermerlik,169901700,10.75,48,2024-05-28,Kechikkan,Past,Turmush qurgan,Ishchi,56769035,582,14,Past,Fargʻona,Farg‘ona,152849,2,234,5735,0.962
246,696,Jizzax,Xorazm viloyati - Yangibozor,388cf668-832c-4c54-b889-9d1317910899,Elizabeth Campbell,erkak,30,Avtokredit,275008699,13.24,36,2022-07-30,To'langan,Past,Turmush qurgan,Talaba,85362799,409,3,Past,Fargʻona,Marg‘ilon,251803,3,266,15042,0.94
247,166,Farg‘ona,Xorazm viloyati - Xiva,0ad501a5-d4ac-4d59-86b5-96eff557a947,Matthew Beard,ayol,27,Biznes,66507672,23.95,72,2023-06-26,Kechikkan,O'rtacha,Turmush qurgan,Boshqaruvchi,55076644,304,9,Past,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910,0.904
248,671,Qoraqalpog‘iston,Buxoro viloyati - Kogon,e09ffc88-709a-4386-9040-0fbaf03a9f34,Heather Barnes,ayol,36,Ta'lim,182526647,17.29,12,2023-09-22,To'langan,Past,Yolg'iz,Tadbirkor,99304548,390,10,Yuqori,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462,0.903
249,584,Andijon,Qashqadaryo viloyati - Qarshi,82518ebd-6d86-4c3d-9a87-f6e9c0ccf283,Dominique Stewart,erkak,33,Fermerlik,481924925,17.94,24,2021-07-01,To'langan,O'rtacha,Turmush qurgan,Boshqaruvchi,5240999,314,15,O'rtacha,Xorazm,Urganch,236963,3,257,4614,0.981
250,271,Farg‘ona,Qoraqalpog‘iston - Nukus,8fdad984-6a32-4098-a433-95e14e4ce502,Wesley Quinn,ayol,66,Avtokredit,299211598,11.71,60,2021-04-02,Kechikkan,Past,Turmush qurgan,O'qituvchi,60530769,683,7,O'rtacha,Jizzax,G‘allaorol,17080,1,240,1129,0.934
251,391,Jizzax,Qashqadaryo viloyati - Kitob,a3a01879-7bf3-43a6-b1ef-fc7b3f498bb4,Danielle Mills,ayol,50,Ipoteka,367699803,20.62,72,2021-07-22,To'langan,O'rtacha,Turmush qurgan,O'qituvchi,54906053,841,10,Yuqori,Surxondaryo,Termiz,162099,2,237,12944,0.92
252,544,Andijon,Xorazm viloyati - Xiva,c96768e7-79cc-48ca-b834-717333d04c1f,Kiara Payne,ayol,37,Biznes,366250575,15.92,36,2021-10-27,To'langan,Past,Turmush qurgan,Tadbirkor,31639788,465,1,O'rtacha,Xorazm,Urganch,236963,2,257,4614,0.981
253,718,Xorazm,Jizzax viloyati - Do‘stlik,015469ab-bebf-4975-80cb-c83506ee5d25,Alan Mullen,ayol,27,Fermerlik,93421043,15.31,36,2021-08-01,Jarayonda,Past,Yolg'iz,Talaba,68057678,550,14,Past,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462,0.903
254,995,Farg‘ona,Xorazm viloyati - Urganch,9609a469-815e-40ec-826c-d0f459983046,Philip Werner,ayol,25,Biznes,415630826,20.17,24,2025-06-16,To'langan,O'rtacha,Turmush qurgan,O'qituvchi,91331867,538,7,Yuqori,Buxoro,G‘ijduvon,62601,1,233,6501,0.896
255,508,Qashqadaryo,Qashqadaryo viloyati - Kitob,abc40ca9-c0bf-494b-a397-2e8d45e641cc,Kim Jones,erkak,53,Ta'lim,292269776,16.52,48,2025-09-17,Kechikkan,O'rtacha,Turmush qurgan,Talaba,19520696,367,9,Yuqori,Samarqand,Nurobod,41107,1,127,1459,0.965
256,389,Toshkent,Namangan viloyati - Namangan,6c38a666-37b3-47ca-b85c-c1b3c5a3cca6,Stacy Long,erkak,41,Biznes,392176100,22.29,24,2020-11-03,To'langan,Yuqori,Turmush qurgan,O'qituvchi,45391344,425,13,Yuqori,Qashqadaryo,Kitob,16310,0,77,1493,0.908
257,101,Jizzax,Buxoro viloyati - G‘ijduvon,d60f7ea4-fc23-4bc4-892f-049a42e43bd5,Margaret Rose,ayol,44,Ta'lim,274109151,19.3,36,2021-08-25,Kechikkan,Past,Yolg'iz,Boshqaruvchi,76116906,544,7,Past,Samarqand,Kattaqo‘rg‘on,216959,2,117,23327,0.892
258,320,Surxondaryo,Toshkent viloyati - Bekobod,e05027c0-f681-430a-aaf1-a142c95f6786,Brandy Wilson,erkak,56,Biznes,279805082,19.72,48,2024-05-11,Jarayonda,Past,Turmush qurgan,Talaba,33772952,492,11,O'rtacha,Qashqadaryo,Qarshi,4115,0,64,91,0.978
259,545,Qoraqalpog‘iston,Jizzax viloyati - Do‘stlik,9633c9f3-f2e4-405f-b3f1-a0277c5e8fe0,Mary Andersen MD,erkak,26,Ipoteka,353342192,18.69,60,2024-07-12,Jarayonda,Yuqori,Turmush qurgan,Tadbirkor,71272669,554,2,Past,Buxoro,G‘ijduvon,62601,1,233,6501,0.896
260,485,Farg‘ona,Qashqadaryo viloyati - Shahrisabz,e8228d15-5386-4e4c-b08b-e645f6924f79,Teresa Turner,erkak,46,Fermerlik,381077149,10.63,60,2021-07-08,Jarayonda,Past,Turmush qurgan,Tadbirkor,2315073,669,12,O'rtacha,Sirdaryo,Guliston,55176,2,235,4862,0.912
261,941,Andijon,Xorazm viloyati - Yangibozor,dac0f525-7110-4041-9661-d211239bbcfc,Adrian Tapia,erkak,40,Fermerlik,208386112,23.69,60,2022-06-15,Kechikkan,Yuqori,Yolg'iz,Fermer,13126150,529,12,O'rtacha,Jizzax,Do‘stlik,92508,2,249,6524,0.929
262,384,Farg‘ona,Andijon viloyati - Andijon,079448fc-561b-4e26-90a4-d8d80694ba4b,Tanya Thompson,erkak,21,Ta'lim,459077073,20.58,48,2020-11-28,Kechikkan,O'rtacha,Yolg'iz,Boshqaruvchi,16835864,703,10,Past,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910,0.904
263,605,Jizzax,Buxoro viloyati - Kogon,80b066af-b495-4223-bc62-e141ab76cfe8,Dustin Peterson,erkak,28,Avtokredit,487629299,12.35,24,2023-04-02,Jarayonda,Past,Yolg'iz,Ishchi,76651286,828,3,Yuqori,Andijon,Andijon,535564,5,230,5751,0.989
264,897,Qoraqalpog‘iston,Andijon viloyati - Asaka,39e928cd-9ae3-421a-babf-f6ed2adaf67b,Amy Tran,ayol,49,Avtokredit,380805755,12.52,36,2024-04-25,Jarayonda,Yuqori,Yolg'iz,O'qituvchi,15380058,571,14,O'rtacha,Sirdaryo,Shirin,77686,1,255,9183,0.882
265,857,Qashqadaryo,Farg‘ona viloyati - Farg‘ona,6caab32a-acbf-4fe9-b756-bd3f4f6bb316,Joshua Chapman,ayol,67,Avtokredit,103976117,10.35,24,2023-05-20,To'langan,Past,Yolg'iz,Boshqaruvchi,81547709,465,1,O'rtacha,Buxoro,Buxoro,1000,0,218,59,0.941
266,420,Navoiy,Qoraqalpog‘iston - Taxiatosh,b1cf6b88-b642-4714-83c2-1eea7eee5882,Randall Archer,ayol,38,Biznes,454077377,16.23,36,2021-06-05,Kechikkan,Yuqori,Yolg'iz,Tadbirkor,69688581,452,7,O'rtacha,Toshkent viloyati,Yangiyo‘l,9906,1,127,324,0.967
267,861,Qoraqalpog‘iston,Andijon viloyati - Andijon,685759bc-d10c-46fb-8303-6f611d63150e,Melissa Moore,ayol,43,Ipoteka,98910292,24.06,72,2021-08-06,Jarayonda,Yuqori,Yolg'iz,Ishchi,44842499,447,12,Past,Surxondaryo,Denov,128469,1,219,5813,0.955
268,989,Qashqadaryo,Toshkent viloyati - Angren,230b3773-fab8-4599-8cae-1c6a624a4e4a,Matthew Torres,erkak,41,Ta'lim,180664087,23.58,48,2023-10-28,Jarayonda,Past,Turmush qurgan,Ishchi,77894070,562,6,O'rtacha,Jizzax,Do‘stlik,92508,1,249,6524,0.929
269,425,Andijon,Qashqadaryo viloyati - Shahrisabz,99dec8b4-ca95-4276-8bdf-37d28d27c898,Dawn Powell,erkak,65,Ta'lim,498924324,12.54,36,2025-06-22,To'langan,O'rtacha,Yolg'iz,Talaba,45516353,344,6,O'rtacha,Navoiy,Zarafshon,20067,1,227,666,0.967
270,530,Andijon,Xorazm viloyati - Urganch,640aa29d-4b06-4648-b274-d34815598f48,Richard Christensen,ayol,59,Fermerlik,108373288,11.39,60,2025-09-22,To'langan,Past,Turmush qurgan,Boshqaruvchi,29841193,500,1,O'rtacha,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910,0.904
271,227,Qashqadaryo,Buxoro viloyati - Buxoro,0cf524e8-2007-45e8-8c58-2863e0d2b61f,Kevin Elliott,erkak,24,Ta'lim,34665699,14.58,12,2024-02-16,Kechikkan,O'rtacha,Yolg'iz,Talaba,45647805,423,11,O'rtacha,Jizzax,Jizzax,78543,1,235,3949,0.95
272,766,Xorazm,Qashqadaryo viloyati - Yakkabog‘,075fa5d2-7288-4490-8e40-6896a15511d3,James Horne,erkak,33,Ipoteka,22461535,12.24,48,2021-02-23,Jarayonda,Past,Yolg'iz,Boshqaruvchi,90667107,415,6,O'rtacha,Jizzax,G‘allaorol,17080,1,240,1129,0.934
273,652,Xorazm,Toshkent viloyati - Chirchiq,59cc8c3f-8433-46ed-b993-ef090ff2e618,Joseph Roberts,ayol,52,Fermerlik,397676136,11.44,24,2024-04-03,Kechikkan,Yuqori,Turmush qurgan,Talaba,95471554,548,5,Past,Jizzax,G‘allaorol,17080,1,240,1129,0.934
274,560,Buxoro,Farg‘ona viloyati - Qo‘qon,44581867-5b60-4e31-8ebd-cbf5bc532964,Nancy Goodman,ayol,60,Ta'lim,241809367,17.43,36,2023-10-09,Jarayonda,Past,Turmush qurgan,Boshqaruvchi,68483829,589,11,Yuqori,Sirdaryo,Guliston,55176,2,235,4862,0.912
275,792,Samarqand,Sirdaryo viloyati - Shirin,35159dd5-f96f-4cdc-8793-24dd2baf48d1,Paul King,erkak,45,Fermerlik,416707055,23.21,36,2024-08-17,Jarayonda,Past,Turmush qurgan,Tadbirkor,24783060,474,8,Yuqori,Toshkent shahri,Shayxontohur,680292,8,83,77932,0.885
276,905,Sirdaryo,Andijon viloyati - Andijon,c6cf1ad7-4f00-447a-aeda-1b3e1e5b7a20,Michael Wilson,ayol,69,Ta'lim,129417921,11.54,60,2021-12-03,To'langan,O'rtacha,Turmush qurgan,Ishchi,48249527,334,8,Past,Andijon,Andijon,535564,5,230,5751,0.989
277,606,Surxondaryo,Qashqadaryo viloyati - Qarshi,8934bde0-18d8-4506-baa4-88323e9f7bf5,Renee Alexander,ayol,28,Ipoteka,155315938,19.81,36,2024-09-05,Kechikkan,O'rtacha,Turmush qurgan,Fermer,32428542,755,4,Past,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462,0.903
278,822,Buxoro,Surxondaryo viloyati - Denov,72ae5c47-349c-4fe6-ac63-0dd114dd783a,Bobby Cohen,ayol,51,Avtokredit,265894781,12.05,60,2020-12-17,Jarayonda,O'rtacha,Yolg'iz,Fermer,42196325,346,14,O'rtacha,Qashqadaryo,Dehqonobod,8579,1,78,830,0.903
279,999,Farg‘ona,Buxoro viloyati - G‘ijduvon,edea0fb8-1081-473f-8c33-a8c1a34a52dd,Traci Kim,ayol,33,Ipoteka,19457146,22.09,36,2023-05-05,To'langan,O'rtacha,Yolg'iz,Tadbirkor,92380673,670,10,O'rtacha,Fargʻona,Farg‘ona,152849,3,234,5735,0.962
